y,x0,x1
0.7976818552547463,0.529548025206203,0.42384484945577816
0.14672168991199533,0.12773053066224596,0.968300049972248
0.819321671112738,0.8119797457148978,0.8537984521764562
0.6386523039088177,0.5134150169949598,-0.08524030443627359
0.5944829905148031,0.507095937904475,0.3229662756086485
0.48287851864202025,0.4403631148240974,0.9071534636780045
0.4945918567571047,0.4103488986201673,0.3312376052806172
0.9543041592849025,0.779525309965616,0.6768240336603436
-0.0021489168215215403,-0.10105965922267898,0.8423108686045045
0.3186077216123618,0.22632030995408053,0.6612506752634942
0.5702680415889931,0.3249333593861418,0.4066855252616921
0.57954136549941,0.3992539799078056,0.6472811439167039
0.014028507113208126,0.017920560243120772,0.18622512368764133
0.008453737562600799,0.07177421404484781,0.6172487760525216
0.7968623457955831,0.6369419641862644,0.3841521040815187
0.893739529341976,0.864679187568884,0.3268760441709526
0.8040577010957883,0.813365118640393,0.9723974072563565
0.3760241271718744,0.273796272672211,0.3290886962821647
-0.021320538476542694,0.013340936704668375,0.584415445493444
0.840507487506587,0.6848612098959358,0.5901587428601589
