y,x0,x1
1.119920792110358,0.6791390160103931,0.4701913076324118
0.019668093304510394,0.009877152478950268,0.09328624054200918
1.2793516276159296,0.9294457215745172,0.6463141049138854
1.27809813513073,0.7758941071211553,0.4215274127787315
0.23886078720273848,0.12010878438240158,0.08068579406124454
1.3098815033801776,0.7199253171011927,0.11543226208377555
0.6091144305046637,0.4717056480061895,0.8362763027641184
1.2434452087297982,0.6730159942560797,0.07221239851652217
0.7465563788020565,0.431148962427378,0.4664022686775282
0.589265465531697,0.3497455816761177,0.5358344698473232
0.6747896838198221,0.5797385116253223,0.9072647208797654
0.8654867116359974,0.46431656221748985,0.26015200412913575
0.35183158796182146,0.25826429486625835,0.8109943920803006
1.0615306035222836,0.5621110682960797,0.09106335807387023
0.7857012196606712,0.4063353399461844,0.11014479289402912
0.8299570056210162,0.6529530151717842,0.8188613691809523
0.6851593996902273,0.35323036409343267,0.13929896170050982
1.6221045739692188,0.9714606057852088,0.18870628869428552
0.18792088799392637,0.1293363229607286,0.7546507127251061
0.05353565177402015,0.036984193153184575,0.761315687256109
