y,x0,x1
0.21301765659092722,-0.005087534585320998,0.4890533629560905
1.0245648918071981,0.9203672282247126,0.2806681443914809
0.9974397417574437,0.5937188652504867,0.047018769521031775
1.0228253307995883,0.9236833269337983,0.4496442790393939
0.7172418543615033,0.6054540445080222,0.9930186872589216
0.8392935822532054,0.74035282612132,0.4295975371779966
0.3126873893961387,0.07602880281869334,0.8033982870360742
0.13987810038210896,-0.08202276407190867,0.5836334145356731
1.0063031877777076,0.7452327946036509,-0.0387643999497049
0.4998386368375634,0.3813218707136184,0.6942996221200383
0.30156062578316983,0.3143849823595698,0.9239773931011529
0.6834318213492616,0.7159629683867752,1.0403652397164134
0.3163638206380641,0.046712834638547696,0.6881356500633973
0.8688668566295418,1.0222602656422057,0.8850808922709783
0.6750056905460755,0.26271074301576935,0.39621026989759134
0.2554616721695372,0.3030968870952538,0.7978575326644202
0.8741415690919081,0.8313603665874185,0.9448915574656185
0.4233601402376015,0.4311250656017832,0.829626600313909
0.824642492958527,0.9636129227533378,0.5858597219629045
0.2434837190127293,0.14827082846480566,0.6188813476514647
