y,x0
1.4992993940835344,2.1718664973914237
0.43161735248936994,-0.32224995877249557
1.2646252803283093,0.9075771937025925
1.6823336089510845,2.281072929295784
1.087048368841916,1.7403705827792686
1.7113541625799205,2.3158704728243444
0.30915591455992625,0.4497953885257191
1.674272041308765,3.2520700415469457
0.5422097592098994,0.17800399665953148
1.5650060873659477,2.958054859550259
1.5853742510339215,2.23917794951709
1.2963604868498555,0.9375945011881461
2.0647658085581946,3.922774608707221
1.1612103574588668,1.7194634423181347
1.1348087003117453,1.5762513171881394
1.8133493046847096,3.2475411134853864
0.5747365943970034,-0.0005650726500845971
1.8274912061546098,3.236685412553423
0.43302192785264965,-0.30340182277200956
1.9042793914905307,3.499433187167928
