y,x0,x1
0.9118633247039863,0.766142616549072,0.07126747684080692
0.3152401860395662,0.2339833980647058,0.8211440723148405
0.6571852808748454,0.49513961504930404,0.4764694018187715
0.47353768689932574,0.33147575665852513,0.24037109573811832
0.16828467903369457,0.12243193833561661,0.7976634745400661
0.3951612518043116,0.29268472451191296,0.7546035499282715
0.6534203030651262,0.48294045156531906,0.3349868613010363
0.28310317116508327,0.19377044028903945,0.3118755648454298
0.9096150076521351,0.9301985531244034,0.7857875993395266
0.967454049719327,0.8989464296550034,0.2550763802903261
0.8850588858496724,0.9464973841345518,0.9235970211806412
0.6229461487373215,0.49535127750053043,0.8012905622927046
0.6398609063180833,0.5335217601473685,0.9393016976745892
0.6622281954782391,0.5560738337047092,0.9289449643389971
0.549423409805873,0.3977836282588135,0.4221756106832356
0.852443523441489,0.8047594655935287,0.8448750496707088
0.966512444820037,0.8943772832925442,0.24552702329900045
0.7891399064407681,0.6702025162904341,0.7271006919614
0.7070878258844108,0.5895795805796045,0.8349164780892654
0.8809392983394109,0.7420125153282616,0.3794656742998038
