y,x0,x1
-0.6024135865588093,0.9077845854836812,0.9676818823717972
-0.4771483243328053,0.4910858446776679,0.5835646984405721
-0.4813438225624202,0.1115119784422369,0.8856386971974118
-0.5102911311425719,0.4537436737712711,0.6302445400405944
-0.44229833296008,0.2059399105648265,0.7239339025456764
-0.2641069639317984,0.411550508398683,0.0994254407902689
-0.2932968237302474,0.5758288256875614,0.2901827221322255
-0.3763670804323223,0.040733408598047,0.4648395057126129
-0.4044081300498077,0.5184155273001825,0.314437603239577
-0.3144983133377713,0.4060931276482915,0.3069765125980592
-0.2529998291294807,0.8536930136614107,0.2194630631662426
-0.3476948991968622,0.908839244751217,0.279008483713545
-0.4888347737454144,0.7956258897311292,0.5618659646021715
-0.5853221684732305,0.5111500445728201,0.6630043286375273
-0.0639505615622695,0.0905600577172263,0.094691176512778
-0.6166182377642496,0.6014656794045132,1.0757573708399035
-0.6209925876268888,0.994690440105072,0.6206759135209898
-0.4312318956346625,1.0272340983927712,0.5727549073265252
-0.4556674553275083,0.499296992676865,0.7329114051093073
-0.5474874197987749,0.1021343816856885,1.0065302638536584
