y,x0,x1
0.7745777169028136,0.8494790542698002,0.5241159895220667
0.8856748717248004,0.5463548931468855,0.8179510666871711
0.750762779007846,0.549518445557038,0.134158039041965
-0.0124744748445834,-0.0257697345751892,0.6115313008211726
0.5302422610977047,0.4844393039742634,0.8787208932493671
1.044093861185987,0.706522990799785,0.2470783273892538
0.1284938513063003,0.1827875468026694,0.743638528360567
0.9150238006236164,0.8658078828009591,0.3408844532228887
0.0827811136803488,-0.0019300436788345,0.0886817335785179
0.8141348972326625,0.8299216317994385,0.1638668080000336
0.988704917088429,0.7156286640862756,0.0699683517924252
0.1385937492367541,0.011859115060253,0.8533165338702343
0.3790372845784764,0.2569409672904754,0.7369092320057651
0.9231252871666914,0.6258571459963513,0.2390657815059157
0.9649077937018732,0.9743631935359418,0.0444858061577873
0.1709354660512007,0.1071789934967893,0.3205939295109581
0.079993046158651,-0.0275384886011053,0.2292297442269598
0.9206759251894616,0.9110112207052158,0.3757007366586232
0.4589566577679153,0.2420114942076257,0.9886924760122944
0.5222433978604067,0.4322610336866726,0.0763047488663948
