y,x0
-0.3872935172613813,-0.5468827950363365
1.1791310132255444,0.5261768674728403
0.367297018536208,0.067173154647111
0.0015856958273226,0.0835901428644872
-0.824211735589893,-0.9502715467140236
-0.7407261986768189,-0.8641259175730913
-0.2532782529560768,-0.6421555202195086
-0.3136558955483236,-0.1435282944721805
-0.9406571357579024,-0.9483345884005738
-0.277673648263919,-0.398647388329703
2.207674725946972,0.8430934542989506
-0.9465419762560592,-1.0053880669383173
-0.152959411366186,-0.3130278053648617
0.196154361367338,0.2743203226346697
0.702844434969415,0.3727627020262229
-0.83726389478329,-0.9775167815985716
1.7488280426492675,0.6458607332081676
-0.2494714931679498,-0.4807779343417265
-0.0464040328119512,-0.0002986929729103
0.1614404270114784,0.2807373016962288
