y,x0
-0.751785025935845,-0.5422131777814247
-0.6081733085221549,-0.7528718806437609
-0.9354699708835905,-0.2584502640815609
-0.9168576869714873,-0.2949658653309273
-0.5451721701615504,-0.9287465909655952
-0.9716293090522374,0.16967024225519922
-0.9743620032455321,0.1611755805104511
-0.9992619431866814,-0.027172217958379985
-0.9136435570992872,0.30090314587911404
-0.8686426284403325,-0.3764608243708605
-0.7360466176003718,0.5635038320673831
-0.7005715957528369,-0.6119742923886453
-0.8516701009077914,0.4023826311530976
-0.5503424868316645,-0.8972784229059538
-0.9826124095387261,0.13244667026881585
-0.8414819386016525,-0.4174844003162743
-0.7103419342962007,-0.5985083520866763
-0.6487248457803183,0.6866482892573471
-0.5452638141056805,-0.9279602008233276
-0.9921701111407056,-0.08866141050121978
