y,x0
1.0586630426317782,1.445709414960206
0.6731847017332383,0.8786147451713037
0.4131217179802328,0.5259147495403855
0.5478178535983595,0.6405914898026843
0.4830952478810995,0.3633208901035605
0.3523985524300183,0.0878449506726221
0.6380856547257762,0.7582085911842923
0.8688583258387116,1.4242588687344788
0.491166821942641,0.4858433831545056
0.8297425441827339,0.993240708846643
0.4304866025940071,0.3685030056913259
0.8708579537074281,1.1952363618728856
0.3206356937906775,0.3747792811524379
1.1409541546146929,1.478376317954669
0.9945260255353596,1.4498813046298915
1.107176257085635,1.650602926311211
1.0722870787663792,1.3767707503006503
0.5671440222981319,0.8025459856034785
0.4862163985383864,0.463322330017429
0.2932436151615246,0.0156040870988855
